trade_id,direction,entry_time,entry_price,quantity,take_profit,stop_loss,current_price,unrealized_pnl,status
T_36,Long,2026-05-28 05:00:00+00:00,73146.9,0.013740600617659242,74609.83799999999,72415.431,73932.5,10.79461584523318,Open
