timestamp,direction,signal,entry_price,quantity,take_profit,stop_loss,exit_price,exit_time,exit_reason,perc_pnl,balance,open,high,low,close,volume
2026-04-09 12:00:00+00:00,Long,1,71169.56,0.014050951,72592.9512,70457.8644,72592.9512,2026-04-09 21:06:00+00:00,take_profit,1.8586,10056.211,71150.17,71180,71150.16,71169.56,8.39016
2026-04-09 13:00:00+00:00,Short,-1,71250.01,0.014035086,69825.0098,71962.5101,71962.5101,2026-04-09 15:34:00+00:00,stop_loss,-1.1407,10044.804,71279.63,71355.24,71250.01,71250.01,13.27966
2026-04-09 14:00:00+00:00,Long,1,70789.26,0.014126437,72205.0452,70081.3674,72205.0452,2026-04-09 15:34:00+00:00,take_profit,1.8586,10063.39,70801.97,70830.42,70761.06,70789.25,9.71349
2026-04-09 15:00:00+00:00,Short,-1,71149.99,0.014054816,69726.9902,71861.4899,71861.4899,2026-04-09 15:33:00+00:00,stop_loss,-1.1407,10051.983,71123.71,71150,71112.92,71150,7.29329
2026-04-10 07:00:00+00:00,Long,1,71835.17,0.013920758,73271.8734,71116.8183,73271.8734,2026-04-10 15:24:00+00:00,take_profit,1.8586,10070.569,71805.39,71837.55,71781.82,71835.18,11.8317
2026-04-10 12:00:00+00:00,Short,-1,72119.22,0.013865929,70676.8356,72840.4122,72840.4122,2026-04-10 14:20:00+00:00,stop_loss,-1.1407,10059.162,72127.59,72136.29,72100.39,72119.22,14.5596
2026-04-11 06:00:00+00:00,Long,1,72717.81,0.013751789,74172.1662,71990.6319,71990.6319,2026-04-12 01:39:00+00:00,stop_loss,-1.1393,10047.769,72722.28,72722.29,72705.53,72717.81,2.03025
2026-04-11 10:00:00+00:00,Short,-1,72905.68,0.013716352,71447.5664,73634.7368,73634.7368,2026-04-11 18:36:00+00:00,stop_loss,-1.1407,10036.362,72907.12,72915.95,72893.66,72905.67,6.12681
2026-04-11 11:00:00+00:00,Long,1,72834.04,0.013729844,74290.7208,72105.6996,72105.6996,2026-04-12 01:36:00+00:00,stop_loss,-1.1393,10024.969,72843.7,72843.7,72834.04,72834.04,1.28392
2026-04-11 17:00:00+00:00,Short,-1,73042,0.013690753,71581.16,73772.42,73772.42,2026-04-11 19:05:00+00:00,stop_loss,-1.1407,10013.562,73034.34,73047.48,73028.12,73042.01,5.9122
2026-04-12 02:00:00+00:00,Long,1,71661.62,0.013954471,73094.8524,70945.0038,70945.0038,2026-04-12 13:01:00+00:00,stop_loss,-1.1393,10002.169,71643.69,71676.44,71550,71661.62,29.37541
2026-04-12 22:00:00+00:00,Short,-1,70922.01,0.014099995,69503.5698,71631.2301,71631.2301,2026-04-13 13:50:00+00:00,stop_loss,-1.1407,9990.762,71364.03,71367.85,70922,70922,90.68087
2026-04-12 23:00:00+00:00,Long,1,70783.18,0.01412765,72198.8436,70075.3482,72198.8436,2026-04-13 14:58:00+00:00,take_profit,1.8586,10009.348,70912.73,70912.73,70783.18,70783.18,10.0714
2026-04-13 13:00:00+00:00,Short,-1,71110.84,0.014062554,69688.6232,71821.9484,71821.9484,2026-04-13 14:43:00+00:00,stop_loss,-1.1407,9997.941,71074.92,71133.6,71074.92,71110.83,6.64973
2026-04-14 19:00:00+00:00,Long,1,74140.55,0.013487896,75623.361,73399.1445,73399.1445,2026-04-16 13:55:00+00:00,stop_loss,-1.1393,9986.548,74093.18,74140.56,74057.19,74140.55,22.49775
2026-04-15 01:00:00+00:00,Short,-1,74512.48,0.013420571,73022.2304,75257.6048,75257.6048,2026-04-15 19:36:00+00:00,stop_loss,-1.1407,9975.141,74568.37,74568.37,74512.47,74512.47,11.49136
2026-04-15 03:00:00+00:00,Long,1,74312.26,0.01345673,75798.5052,73569.1374,73569.1374,2026-04-15 07:45:00+00:00,stop_loss,-1.1393,9963.748,74322.01,74327.4,74302,74312.26,5.37954
2026-04-15 13:00:00+00:00,Short,-1,74267.11,0.013464911,72781.7678,75009.7811,75009.7811,2026-04-15 19:36:00+00:00,stop_loss,-1.1407,9952.341,74273.77,74288,74252.35,74267.1,7.17709
2026-04-15 14:00:00+00:00,Long,1,73972.18,0.013518596,75451.6236,73232.4582,75451.6236,2026-04-16 20:00:00+00:00,take_profit,1.8586,9970.927,74063.91,74068.01,73957.31,73972.18,8.17334
2026-04-15 19:00:00+00:00,Short,-1,74386.36,0.013443325,72898.6328,75130.2236,75130.2236,2026-04-15 19:36:00+00:00,stop_loss,-1.1407,9959.52,74390.29,74397.42,74378.34,74386.36,5.52253
2026-04-16 10:00:00+00:00,Long,1,74625.01,0.013400333,76117.5102,73878.7599,73878.7599,2026-04-16 13:53:00+00:00,stop_loss,-1.1393,9948.127,74594.02,74625.02,74579.39,74625.01,7.19803
2026-04-16 16:00:00+00:00,Short,-1,74754.19,0.013377177,73259.1062,75501.7319,75501.7319,2026-04-16 20:00:00+00:00,stop_loss,-1.1407,9936.72,74697.2,74761.68,74697.2,74754.2,17.22307
2026-04-16 17:00:00+00:00,Long,1,74161.33,0.013484116,75644.5566,73419.7167,75644.5566,2026-04-17 08:48:00+00:00,take_profit,1.8586,9955.306,74175.58,74200,74142.47,74161.33,15.10202
2026-04-16 19:00:00+00:00,Short,-1,75000.94,0.013333166,73500.9212,75750.9494,75750.9494,2026-04-17 08:54:00+00:00,stop_loss,-1.1407,9943.899,75026.71,75098.96,75000.93,75000.93,15.61857
2026-04-17 04:00:00+00:00,Long,1,74625.63,0.013400222,76118.1426,73879.3737,76118.1426,2026-04-17 09:28:00+00:00,take_profit,1.8586,9962.485,74615.82,74643.52,74615.81,74625.63,2.91434
2026-04-17 05:00:00+00:00,Short,-1,74792.07,0.013370401,73296.2286,75539.9907,75539.9907,2026-04-17 08:48:00+00:00,stop_loss,-1.1407,9951.078,74791.39,74793.4,74789.86,74792.08,10.4771
2026-04-17 06:00:00+00:00,Long,1,74627.47,0.013399891,76120.0194,73881.1953,76120.0194,2026-04-17 09:28:00+00:00,take_profit,1.8586,9969.664,74637.77,74637.78,74604.62,74627.47,4.33684
2026-04-17 07:00:00+00:00,Short,-1,74943.98,0.0133433,73445.1004,75693.4198,75693.4198,2026-04-17 08:48:00+00:00,stop_loss,-1.1407,9958.257,74938.53,74958,74938.52,74943.97,4.07949
2026-04-18 08:00:00+00:00,Long,1,77011.57,0.012985062,78551.8014,76241.4543,76241.4543,2026-04-18 10:10:00+00:00,stop_loss,-1.1393,9946.864,76997.79,77014,76997.79,77011.57,2.59407
2026-04-19 12:00:00+00:00,Short,-1,75568.85,0.013232966,74057.473,76324.5385,74057.473,2026-04-19 22:00:00+00:00,take_profit,1.8614,9965.478,75604.11,75617.77,75566,75568.85,7.07569
2026-04-19 13:00:00+00:00,Long,1,75581.16,0.01323081,77092.7832,74825.3484,74825.3484,2026-04-19 17:51:00+00:00,stop_loss,-1.1393,9954.085,75571.61,75602.05,75552.44,75581.16,5.56891
2026-04-19 14:00:00+00:00,Short,-1,75965.47,0.013163876,74446.1606,76725.1247,74446.1606,2026-04-19 20:49:00+00:00,take_profit,1.8614,9972.699,75921.75,75971.63,75916.6,75965.47,6.82293
2026-04-19 17:00:00+00:00,Long,1,75247.01,0.013289565,76751.9502,74494.5399,74494.5399,2026-04-19 20:44:00+00:00,stop_loss,-1.1393,9961.306,75382.87,75382.87,75247.01,75247.01,60.13725
2026-04-20 10:00:00+00:00,Short,-1,75078.09,0.013319465,73576.5282,75828.8709,75828.8709,2026-04-20 17:18:00+00:00,stop_loss,-1.1407,9949.899,75062.77,75093.53,75062.77,75078.08,4.98315
2026-04-21 13:00:00+00:00,Long,1,76064.26,0.013146779,77585.5452,75303.6174,75303.6174,2026-04-21 17:16:00+00:00,stop_loss,-1.1393,9938.506,76009.46,76064.27,76009.46,76064.27,37.13682
2026-04-22 00:00:00+00:00,Short,-1,76338.35,0.013099576,74811.583,77101.7335,77101.7335,2026-04-22 02:17:00+00:00,stop_loss,-1.1407,9927.099,76336.14,76367.15,76328.24,76338.35,22.50619
2026-04-23 00:00:00+00:00,Long,1,78304.61,0.01277064,79870.7022,77521.5639,77521.5639,2026-04-23 03:39:00+00:00,stop_loss,-1.1393,9915.706,78178.22,78334.63,78178.22,78304.61,118.19718
2026-04-23 15:00:00+00:00,Short,-1,78160.01,0.012794267,76596.8098,78941.6101,78941.6101,2026-04-26 21:55:00+00:00,stop_loss,-1.1407,9904.299,78180.78,78199.99,78160.01,78160.02,26.07078
2026-04-23 18:00:00+00:00,Long,1,77860.01,0.012843564,79417.2102,77081.4099,79417.2102,2026-04-27 01:01:00+00:00,take_profit,1.8586,9922.885,77769.2,77874.74,77742.87,77860.01,23.99885
2026-04-23 23:00:00+00:00,Short,-1,78229.22,0.012782947,76664.6356,79011.5122,79011.5122,2026-04-27 00:55:00+00:00,stop_loss,-1.1407,9911.478,78235.29,78235.29,78185,78229.23,8.45551
2026-04-24 04:00:00+00:00,Long,1,77714.42,0.012867625,79268.7084,76937.2758,79268.7084,2026-04-27 00:55:00+00:00,take_profit,1.8586,9930.064,77737.84,77737.85,77714.42,77714.43,5.30336
2026-04-24 06:00:00+00:00,Short,-1,77956,0.012827749,76396.88,78735.56,78735.56,2026-04-26 21:55:00+00:00,stop_loss,-1.1407,9918.657,77953.48,77979.54,77941.5,77956,5.82138
2026-04-24 07:00:00+00:00,Long,1,77796.35,0.012854073,79352.277,77018.3865,79352.277,2026-04-27 00:55:00+00:00,take_profit,1.8586,9937.243,77789.75,77796.35,77770.46,77796.34,3.59669
2026-04-24 12:00:00+00:00,Short,-1,78233.85,0.012782191,76669.173,79016.1885,79016.1885,2026-04-27 00:55:00+00:00,stop_loss,-1.1407,9925.836,78240.27,78242.61,78233.84,78233.84,6.12814
2026-04-24 17:00:00+00:00,Long,1,77734.26,0.012864341,79288.9452,76956.9174,79288.9452,2026-04-27 00:55:00+00:00,take_profit,1.8586,9944.422,77776.76,77776.76,77730.03,77734.26,5.2759
2026-04-25 10:00:00+00:00,Short,-1,77730.69,0.012864931,76176.0762,78507.9969,78507.9969,2026-04-26 21:54:00+00:00,stop_loss,-1.1407,9933.015,77714.56,77730.69,77714.55,77730.68,1.45251
2026-04-25 13:00:00+00:00,Long,1,77570.47,0.012891504,79121.8794,76794.7653,79121.8794,2026-04-27 00:55:00+00:00,take_profit,1.8586,9951.601,77557.14,77570.48,77557.14,77570.48,1.74179
2026-04-25 14:00:00+00:00,Short,-1,77698.34,0.012870288,76144.3732,78475.3234,78475.3234,2026-04-26 19:15:00+00:00,stop_loss,-1.1407,9940.194,77691.7,77704.06,77690,77698.33,2.3779
2026-04-25 16:00:00+00:00,Long,1,77367.99,0.012925242,78915.3498,76594.3101,78915.3498,2026-04-26 21:55:00+00:00,take_profit,1.8586,9958.78,77330.25,77368,77295.01,77368,36.61694
2026-04-25 23:00:00+00:00,Short,-1,77558.12,0.012893556,76006.9576,78333.7012,78333.7012,2026-04-26 18:18:00+00:00,stop_loss,-1.1407,9947.373,77557.01,77562.56,77557.01,77558.13,3.6105
2026-04-26 01:00:00+00:00,Long,1,77506.36,0.012902167,79056.4872,76731.2964,79056.4872,2026-04-27 00:55:00+00:00,take_profit,1.8586,9965.959,77502.39,77518.58,77502.39,77506.36,7.77238
2026-04-26 05:00:00+00:00,Short,-1,77739.99,0.012863392,76185.1902,78517.3899,78517.3899,2026-04-26 21:54:00+00:00,stop_loss,-1.1407,9954.552,77774.29,77776.59,77739.98,77739.98,12.46779
2026-04-27 06:00:00+00:00,Long,1,77766.55,0.012858999,79321.881,76988.8845,76988.8845,2026-04-27 15:18:00+00:00,stop_loss,-1.1393,9943.159,77785.55,77785.55,77752.82,77766.54,14.34713
2026-04-29 01:00:00+00:00,Short,-1,76509.75,0.01307023,74979.555,77274.8475,77274.8475,2026-04-29 04:36:00+00:00,stop_loss,-1.1407,9931.752,76511.99,76512,76468.87,76509.74,14.96814
2026-04-29 14:00:00+00:00,Long,1,76704.83,0.013036989,78238.9266,75937.7817,75937.7817,2026-04-29 15:49:00+00:00,stop_loss,-1.1393,9920.359,76783.42,76783.43,76704.83,76704.83,11.23875
2026-04-30 08:00:00+00:00,Short,-1,76100,0.013140604,74578,76861,76861,2026-05-01 03:17:00+00:00,stop_loss,-1.1407,9908.952,76161.67,76187.91,76100.07,76100.07,10.18553
2026-05-02 08:00:00+00:00,Long,1,78175.03,0.012791808,79738.5306,77393.2797,79738.5306,2026-05-04 01:56:00+00:00,take_profit,1.8586,9927.538,78220,78220,78167.66,78175.03,5.06636
2026-05-02 09:00:00+00:00,Short,-1,78303.03,0.012770898,76736.9694,79086.0603,79086.0603,2026-05-02 21:37:00+00:00,stop_loss,-1.1407,9916.131,78315.36,78328.14,78303.02,78303.02,4.1392
2026-05-02 10:00:00+00:00,Long,1,78293.57,0.012772441,79859.4414,77510.6343,79859.4414,2026-05-04 02:00:00+00:00,take_profit,1.8586,9934.717,78293.57,78293.58,78293.57,78293.57,0.30652
2026-05-02 14:00:00+00:00,Short,-1,78355.34,0.012762372,76788.2332,79138.8934,79138.8934,2026-05-02 21:37:00+00:00,stop_loss,-1.1407,9923.31,78367.06,78383.11,78355.35,78355.35,3.56648
2026-05-03 02:00:00+00:00,Long,1,78232.64,0.012782389,79797.2928,77450.3136,79797.2928,2026-05-04 01:56:00+00:00,take_profit,1.8586,9941.896,78240.84,78240.84,78187.73,78232.63,22.58055
2026-05-03 10:00:00+00:00,Short,-1,78534.39,0.012733275,76963.7022,79319.7339,79319.7339,2026-05-03 22:14:00+00:00,stop_loss,-1.1407,9930.489,78529.57,78534.4,78529.56,78534.4,1.68189
2026-05-03 11:00:00+00:00,Long,1,78380.01,0.012758355,79947.6102,77596.2099,79947.6102,2026-05-04 02:00:00+00:00,take_profit,1.8586,9949.075,78408.01,78408.01,78380,78380.01,2.80278
2026-05-03 12:00:00+00:00,Short,-1,78682.57,0.012709295,77108.9186,79469.3957,79469.3957,2026-05-04 01:55:00+00:00,stop_loss,-1.1407,9937.668,78656.01,78705.34,78656,78682.58,4.3616
2026-05-04 00:00:00+00:00,Long,1,78471.16,0.012743535,80040.5832,77686.4484,80040.5832,2026-05-04 02:00:00+00:00,take_profit,1.8586,9956.254,78568.58,78572.57,78450.8,78471.16,48.63322
2026-05-04 02:00:00+00:00,Short,-1,79812.6,0.01252935,78216.348,80610.726,80610.726,2026-05-04 04:19:00+00:00,stop_loss,-1.1407,9944.847,79769.43,80100,79769.43,79812.59,557.52312
2026-05-04 11:00:00+00:00,Long,1,78968.44,0.012663287,80547.8088,78178.7556,80547.8088,2026-05-04 17:51:00+00:00,take_profit,1.8586,9963.433,78940.27,78968.43,78920.78,78968.43,11.97745
2026-05-04 15:00:00+00:00,Short,-1,80279.79,0.012456435,78674.1942,81082.5879,81082.5879,2026-05-05 03:39:00+00:00,stop_loss,-1.1407,9952.026,80216.15,80281.64,80192.3,80279.79,47.96326
2026-05-05 23:00:00+00:00,Long,1,81155.84,0.012321972,82778.9568,80344.2816,82778.9568,2026-05-06 11:22:00+00:00,take_profit,1.8586,9970.612,81111.27,81160,81090.4,81155.85,7.40791
2026-05-06 02:00:00+00:00,Short,-1,81348.78,0.012292747,79721.8044,82162.2678,82162.2678,2026-05-06 10:20:00+00:00,stop_loss,-1.1407,9959.205,81439.34,81449.04,81348.77,81348.77,12.37022
2026-05-06 15:00:00+00:00,Long,1,81511.89,0.012268149,83142.1278,80696.7711,80696.7711,2026-05-07 10:28:00+00:00,stop_loss,-1.1393,9947.812,81526.74,81558,81511.25,81511.9,14.12984
2026-05-06 16:00:00+00:00,Short,-1,81700.36,0.012239848,80066.3528,82517.3636,80066.3528,2026-05-07 14:38:00+00:00,take_profit,1.8614,9966.426,81704.25,81724.87,81700.36,81700.36,8.40018
2026-05-06 18:00:00+00:00,Long,1,81473.4,0.012273945,83102.868,80658.666,80658.666,2026-05-07 10:28:00+00:00,stop_loss,-1.1393,9955.033,81452.63,81473.4,81452.62,81473.39,5.89813
2026-05-07 08:00:00+00:00,Short,-1,81457.98,0.012276268,79828.8204,82272.5598,79828.8204,2026-05-07 15:23:00+00:00,take_profit,1.8614,9973.647,81518.57,81527.48,81448.17,81457.99,14.67167
2026-05-07 09:00:00+00:00,Long,1,81171.62,0.012319577,82795.0524,80359.9038,80359.9038,2026-05-07 13:47:00+00:00,stop_loss,-1.1393,9962.254,81231.25,81231.25,81165.75,81171.62,19.52884
2026-05-08 10:00:00+00:00,Short,-1,79925.62,0.012511633,78327.1076,80724.8762,80724.8762,2026-05-09 16:20:00+00:00,stop_loss,-1.1407,9950.847,79872.72,79925.62,79872.71,79925.62,6.68291
2026-05-08 14:00:00+00:00,Long,1,79674.76,0.012551026,81268.2552,78878.0124,81268.2552,2026-05-10 15:46:00+00:00,take_profit,1.8586,9969.433,79647.81,79771.97,79647.8,79674.75,40.61049
2026-05-08 15:00:00+00:00,Short,-1,80180.01,0.012471937,78576.4098,80981.8101,80981.8101,2026-05-09 18:26:00+00:00,stop_loss,-1.1407,9958.026,80150.97,80196.44,80127.42,80180.01,8.56245
2026-05-08 17:00:00+00:00,Long,1,79836.97,0.012525525,81433.7094,79038.6003,81433.7094,2026-05-10 15:52:00+00:00,take_profit,1.8586,9976.612,79802.35,79836.97,79780.95,79836.96,10.04862
2026-05-08 18:00:00+00:00,Short,-1,80181.46,0.012471711,78577.8308,80983.2746,80983.2746,2026-05-09 18:26:00+00:00,stop_loss,-1.1407,9965.205,80060,80253.01,80059.99,80181.46,51.83129
2026-05-10 21:00:00+00:00,Long,1,80795.43,0.012376938,82411.3386,79987.4757,82411.3386,2026-05-10 23:10:00+00:00,take_profit,1.8586,9983.791,80734.88,80795.43,80705.83,80795.43,37.18824
2026-05-10 23:00:00+00:00,Short,-1,82200.79,0.012165333,80556.7742,83022.7979,80556.7742,2026-05-11 03:36:00+00:00,take_profit,1.8614,10002.405,82044.49,82277,82044.49,82200.78,140.75601
2026-05-11 04:00:00+00:00,Long,1,80706.92,0.012390511,82321.0584,79899.8508,79899.8508,2026-05-12 16:47:00+00:00,stop_loss,-1.1393,9991.012,80736,80736.01,80700.96,80706.92,11.03447
2026-05-11 12:00:00+00:00,Short,-1,81216.6,0.012312754,79592.268,82028.766,82028.766,2026-05-11 17:45:00+00:00,stop_loss,-1.1407,9979.605,81196.95,81246.08,81196.94,81216.6,18.42336
2026-05-11 13:00:00+00:00,Long,1,81135.68,0.012325034,82758.3936,80324.3232,80324.3232,2026-05-12 15:24:00+00:00,stop_loss,-1.1393,9968.212,81054.65,81135.69,81054.64,81135.69,16.37164
2026-05-11 16:00:00+00:00,Short,-1,81408.97,0.012283659,79780.7906,82223.0597,79780.7906,2026-05-13 13:40:00+00:00,take_profit,1.8614,9986.826,81445.89,81452.46,81408.52,81408.98,21.09547
2026-05-12 02:00:00+00:00,Long,1,81239.99,0.012309209,82864.7898,80427.5901,80427.5901,2026-05-12 13:59:00+00:00,stop_loss,-1.1393,9975.433,81199.18,81240,81159.4,81240,10.30558
2026-05-13 01:00:00+00:00,Short,-1,80717.96,0.012388817,79103.6008,81525.1396,79103.6008,2026-05-13 15:53:00+00:00,take_profit,1.8614,9994.047,80718,80730,80704.76,80717.96,2.92226
2026-05-13 12:00:00+00:00,Long,1,80501.22,0.012422172,82111.2444,79696.2078,79696.2078,2026-05-13 13:45:00+00:00,stop_loss,-1.1393,9982.654,80501.22,80501.22,80470,80501.22,14.39201
2026-05-14 06:00:00+00:00,Short,-1,79860,0.012521913,78262.8,80658.6,80658.6,2026-05-14 14:48:00+00:00,stop_loss,-1.1407,9971.247,79809.15,79860,79809.15,79859.99,11.38663
2026-05-14 12:00:00+00:00,Long,1,79243.57,0.01261932,80828.4414,78451.1343,80828.4414,2026-05-14 14:52:00+00:00,take_profit,1.8586,9989.833,79258.27,79258.27,79230.31,79243.58,34.98075
2026-05-14 13:00:00+00:00,Short,-1,79719.01,0.012544059,78124.6298,80516.2001,80516.2001,2026-05-14 14:48:00+00:00,stop_loss,-1.1407,9978.426,79767.1,79767.11,79711.7,79719,15.08979
2026-05-15 05:00:00+00:00,Long,1,80700,0.012391574,82314,79893,79893,2026-05-15 13:30:00+00:00,stop_loss,-1.1393,9967.033,80724.71,80739.29,80666.66,80700.01,87.87057
2026-05-17 05:00:00+00:00,Short,-1,78142,0.012797215,76579.16,78923.42,76579.16,2026-05-18 14:17:00+00:00,take_profit,1.8614,9985.647,78158.08,78163.88,78135.34,78141.99,44.89986
2026-05-17 09:00:00+00:00,Long,1,78089.8,0.01280577,79651.596,77308.902,77308.902,2026-05-17 23:40:00+00:00,stop_loss,-1.1393,9974.254,78089.8,78089.8,78089.79,78089.79,0.38618
2026-05-17 10:00:00+00:00,Short,-1,78249.04,0.01277971,76684.0592,79031.5304,76684.0592,2026-05-18 06:10:00+00:00,take_profit,1.8614,9992.868,78249.33,78262.43,78249.03,78249.03,4.92352
2026-05-17 15:00:00+00:00,Long,1,78026.43,0.01281617,79586.9586,77246.1657,77246.1657,2026-05-17 23:40:00+00:00,stop_loss,-1.1393,9981.475,78051.51,78051.51,78026.43,78026.43,3.74228
2026-05-17 19:00:00+00:00,Short,-1,78275.79,0.012775342,76710.2742,79058.5479,76710.2742,2026-05-18 02:53:00+00:00,take_profit,1.8614,10000.089,78268.04,78275.8,78267.28,78275.8,0.76622
2026-05-17 23:00:00+00:00,Long,1,77984.13,0.012823122,79543.8126,77204.2887,77204.2887,2026-05-17 23:40:00+00:00,stop_loss,-1.1393,9988.696,77997.24,78008.18,77939.18,77984.14,17.17731
2026-05-18 13:00:00+00:00,Short,-1,77603.28,0.012886053,76051.2144,78379.3128,76051.2144,2026-05-18 15:30:00+00:00,take_profit,1.8614,10007.31,77639.99,77639.99,77590.17,77603.28,10.19839
2026-05-18 14:00:00+00:00,Long,1,76876.08,0.013007947,78413.6016,76107.3192,76107.3192,2026-05-18 15:05:00+00:00,stop_loss,-1.1393,9995.917,76937.7,76939.02,76835,76876.08,26.21491
2026-05-18 20:00:00+00:00,Short,-1,76992.28,0.012988315,75452.4344,77762.2028,77762.2028,2026-05-20 15:15:00+00:00,stop_loss,-1.1407,9984.51,76928,77022.84,76928,76992.28,31.10318
2026-05-19 02:00:00+00:00,Long,1,76667.02,0.013043418,78200.3604,75900.3498,75900.3498,2026-05-22 19:30:00+00:00,stop_loss,-1.1393,9973.117,76667.01,76686.11,76645,76667.02,10.36883
2026-05-19 05:00:00+00:00,Short,-1,76922.19,0.01300015,75383.7462,77691.4119,77691.4119,2026-05-20 12:56:00+00:00,stop_loss,-1.1407,9961.71,76927.25,76941.67,76922.18,76922.19,1.55537
