timestamp,direction,signal,entry_price,quantity,take_profit,stop_loss,exit_price,exit_time,exit_reason,status,net_pnl,perc_pnl,cumulative_pnl,balance,open,high,low,close,volume
2026-07-02 05:00:00+00:00,Short,-1,60762.8,0.016457437774427774,59547.544,61370.428,61370.428,2026-07-02 09:53:00+00:00,stop_loss,Completed,-11.406999999999949,-1.140699999999995,-59.4070000000001,9940.593,60762.8,60763.4,60678.0,60689.5,65.925
2026-07-02 10:00:00+00:00,Long,1,61150.7,0.016353042565334493,62373.714,60539.193,62373.714,2026-07-03 15:08:00+00:00,take_profit,Completed,18.586000000000045,1.8586000000000047,-40.821000000000055,9959.179,61150.7,61164.2,61076.1,61079.6,214.796
2026-07-03 15:15:00+00:00,Short,-1,62157.7,0.016088111368342137,60914.545999999995,62779.276999999995,62779.276999999995,2026-07-03 20:36:00+00:00,stop_loss,Completed,-11.40699999999996,-1.1406999999999958,-52.228000000000016,9947.772,62157.7,62200.0,62077.8,62087.9,142.353
2026-07-03 20:45:00+00:00,Long,1,62672.1,0.015956063383866185,63925.542,62045.379,63925.542,2026-07-05 22:30:00+00:00,take_profit,Completed,18.58600000000004,1.8586000000000042,-33.641999999999975,9966.358,62672.1,62785.8,62648.3,62778.6,116.953
2026-07-05 22:45:00+00:00,Long,1,63535.1,0.015739331487634393,64805.801999999996,62899.748999999996,62899.748999999996,2026-07-06 07:01:00+00:00,stop_loss,Completed,-11.393000000000036,-1.1393000000000038,-45.03500000000001,9954.965,63535.1,63621.1,63535.1,63605.9,67.457
2026-07-06 07:30:00+00:00,Short,-1,62930.4,0.01589057117069016,61671.792,63559.704000000005,61671.792,2026-07-06 12:46:00+00:00,take_profit,Completed,18.614000000000004,1.8614000000000006,-26.421000000000006,9973.579,62930.4,62930.5,62876.9,62884.8,72.673
2026-07-06 13:00:00+00:00,Long,1,61729.2,0.01619978875475464,62963.784,61111.907999999996,62963.784,2026-07-06 15:50:00+00:00,take_profit,Completed,18.586000000000045,1.8586000000000042,-7.834999999999962,9992.165,61729.2,61729.3,61657.0,61693.2,245.335
2026-07-06 16:00:00+00:00,Long,1,63524.0,0.015742081732888356,64794.48,62888.76,62888.76,2026-07-07 05:13:00+00:00,stop_loss,Completed,-11.392999999999965,-1.1392999999999966,-19.227999999999927,9980.772,63524.0,63550.0,63360.0,63399.2,407.156
2026-07-07 05:15:00+00:00,Long,1,62790.8,0.01592589997260745,64046.616,62162.892,64046.616,2026-07-07 15:47:00+00:00,take_profit,Completed,18.585999999999977,1.858599999999998,-0.6419999999999497,9999.358,62790.8,62826.8,62778.3,62825.5,71.153
2026-07-07 16:00:00+00:00,Long,1,63916.2,0.015645485807979823,65194.524,63277.03799999999,63277.03799999999,2026-07-07 22:00:00+00:00,stop_loss,Completed,-11.39300000000006,-1.1393000000000062,-12.035000000000009,9987.965,63916.2,63961.0,63889.9,63892.3,102.331
2026-07-07 22:30:00+00:00,Short,-1,63427.9,0.015765932657395246,62159.342,64062.179000000004,62159.342,2026-07-08 08:23:00+00:00,take_profit,Completed,18.614000000000072,1.8614000000000075,6.579000000000063,10006.579,63427.9,63427.9,63395.9,63402.1,17.501
2026-07-08 08:30:00+00:00,Long,1,62050.0,0.016116035455278,63291.0,61429.5,63291.0,2026-07-09 18:07:00+00:00,take_profit,Completed,18.585999999999995,1.8585999999999998,25.165000000000056,10025.165,62050.0,62066.6,61993.6,62036.3,461.709
2026-07-09 18:30:00+00:00,Short,-1,63358.0,0.01578332649389185,62090.84,63991.58,63991.58,2026-07-10 02:49:00+00:00,stop_loss,Completed,-11.407000000000027,-1.140700000000003,13.75800000000003,10013.758,63358.0,63358.0,63319.3,63319.3,20.177
2026-07-10 03:45:00+00:00,Short,-1,63921.3,0.01564423752332947,62642.874,64560.513000000006,64560.513000000006,2026-07-10 12:13:00+00:00,stop_loss,Completed,-11.407000000000052,-1.1407000000000052,2.3509999999999778,10002.351,63921.3,63943.6,63912.9,63943.5,14.212
2026-07-10 13:45:00+00:00,Short,-1,64366.0,0.015536152627163409,63078.68,65009.66,63078.68,2026-07-13 03:07:00+00:00,take_profit,Completed,18.613999999999997,1.8614,20.964999999999975,10020.965,64366.0,64440.5,64356.4,64390.9,53.191
2026-07-13 03:15:00+00:00,Long,1,62985.4,0.015876695234133625,64245.108,62355.546,62355.546,2026-07-13 13:20:00+00:00,stop_loss,Completed,-11.39299999999999,-1.1392999999999989,9.571999999999985,10009.572,62985.4,63080.6,62985.4,63057.4,102.664
2026-07-13 13:30:00+00:00,Short,-1,62495.1,0.01600125449835267,61245.198,63120.051,63120.051,2026-07-14 12:30:00+00:00,stop_loss,Completed,-11.407000000000012,-1.1407000000000012,-1.8350000000000275,9998.165,62495.1,62582.0,62495.1,62581.9,95.179
2026-07-14 12:45:00+00:00,Long,1,63530.7,0.01574042155997022,64801.314,62895.393,64801.314,2026-07-14 15:31:00+00:00,take_profit,Completed,18.586000000000023,1.8586000000000023,16.750999999999998,10016.751,63530.7,63707.2,63530.7,63679.0,273.843
2026-07-14 15:45:00+00:00,Long,1,64766.7,0.015440033226951505,66062.034,64119.032999999996,64119.032999999996,2026-07-16 07:53:00+00:00,stop_loss,Completed,-11.393000000000018,-1.1393000000000018,5.357999999999979,10005.358,64766.7,64800.0,64746.4,64795.0,79.622
2026-07-16 08:00:00+00:00,Short,-1,64197.9,0.015576833510130393,62913.942,64839.879,64839.879,2026-07-16 14:27:00+00:00,stop_loss,Completed,-11.406999999999988,-1.140699999999999,-6.049000000000008,9993.951,64197.9,64225.2,64185.1,64218.9,107.669
2026-07-16 14:30:00+00:00,Long,1,64735.8,0.015447403137058629,66030.516,64088.442,64088.442,2026-07-16 17:17:00+00:00,stop_loss,Completed,-11.393,-1.1393,-17.442000000000007,9982.558,64735.8,64793.4,64682.2,64682.2,116.598
2026-07-16 17:45:00+00:00,Long,1,64124.9,0.015594566229343047,65407.398,63483.651,63483.651,2026-07-17 01:51:00+00:00,stop_loss,Completed,-11.393000000000052,-1.1393000000000053,-28.835000000000058,9971.164999999999,64124.9,64124.9,64085.3,64107.8,114.745
2026-07-17 05:00:00+00:00,Short,-1,63451.9,0.015759969362619558,62182.862,64086.419,64086.419,2026-07-17 17:11:00+00:00,stop_loss,Completed,-11.407000000000002,-1.1407000000000003,-40.24200000000006,9959.758,63451.9,63451.9,63411.7,63411.8,23.588
2026-07-17 17:15:00+00:00,Long,1,63933.3,0.01564130116856161,65211.96600000001,63293.967000000004,65211.96600000001,2026-07-20 15:43:00+00:00,take_profit,Completed,18.58600000000007,1.8586000000000071,-21.65599999999999,9978.344,63933.3,63936.0,63892.4,63903.9,185.034
2026-07-20 15:45:00+00:00,Short,-1,65212.1,0.015334577478719441,63907.858,65864.221,65864.221,2026-07-21 05:48:00+00:00,stop_loss,Completed,-11.4070000000001,-1.14070000000001,-33.06300000000009,9966.937,65212.1,65271.8,65212.1,65257.4,216.941
2026-07-21 06:30:00+00:00,Short,-1,65790.4,0.015199785987013305,64474.59199999999,66448.30399999999,66448.30399999999,2026-07-21 12:21:00+00:00,stop_loss,Completed,-11.406999999999924,-1.1406999999999925,-44.47000000000001,9955.53,65790.4,65819.0,65776.5,65814.8,24.391
2026-07-21 12:30:00+00:00,Long,1,66425.8,0.015054391516549291,67754.316,65761.542,65761.542,2026-07-22 07:37:00+00:00,stop_loss,Completed,-11.393000000000022,-1.1393000000000022,-55.863000000000035,9944.137,66425.8,66436.4,66389.5,66432.3,34.7
2026-07-22 08:00:00+00:00,Long,1,65812.3,0.015194728037160226,67128.546,65154.177,65154.177,2026-07-23 12:36:00+00:00,stop_loss,Completed,-11.392999999999992,-1.139299999999999,-67.25600000000003,9932.744,65812.3,65938.9,65811.3,65916.2,115.45
2026-07-23 12:45:00+00:00,Long,1,65081.7,0.015365302381468217,66383.334,64430.882999999994,64430.882999999994,2026-07-24 13:05:00+00:00,stop_loss,Completed,-11.393000000000042,-1.1393000000000042,-78.64900000000007,9921.351,65081.7,65081.8,65038.1,65074.2,182.084
2026-07-24 13:15:00+00:00,Long,1,64344.7,0.01554129555347993,65631.594,63701.253,63701.253,2026-07-24 14:22:00+00:00,stop_loss,Completed,-11.393,-1.1393,-90.04200000000007,9909.958,64344.7,64389.6,64315.4,64381.2,126.473
2026-07-24 14:30:00+00:00,Long,1,63825.1,0.015667817206710212,65101.602,63186.848999999995,65101.602,2026-07-26 22:02:00+00:00,take_profit,Completed,18.586000000000006,1.858600000000001,-71.45600000000007,9928.544,63825.1,63837.6,63758.9,63769.9,102.943
2026-07-26 22:30:00+00:00,Short,-1,65189.1,0.015339987820049672,63885.318,65840.991,65412.7,2026-07-27 07:25:00+00:00,end_of_data,Ongoing,-4.832422291456679,-0.48324222914566783,-76.28842229145675,9923.711577708544,65189.1,65249.3,65175.7,65187.8,104.388
