timestamp,target,open,high,low,close,volume,ind_EMA_20,ind_EMA_50,ind_RSI_14,ind_MACD_12_26_9,ind_MACD_SIGNAL_12_26_9,ind_MACD_HIST_12_26_9,pat_DOJI,pat_BULLISH_ENGULFING
2024-06-30 12:30:00+00:00,0,61604.68,61604.68,61346.0,61392.41,235.62732,61509.380827451285,61197.37700000001,59.882042805973725,112.99364909992437,130.51360848738432,-17.51995938745995,0.0,0.0
2024-06-30 12:45:00+00:00,0,39830.782,39964.162000000004,39910.91,40008.6565,19.11426800000001,39969.95745903845,39785.943402941186,26.288295663073534,50.70229227495584,76.78113771130882,-26.078845436352974,0.0,0.0
2024-06-30 13:00:00+00:00,0,33001.120650000004,32998.43765000001,32994.528999999995,33017.0033625,37.12596185000001,32976.95101286459,32833.475616134674,29.164837268736928,35.22557260988874,56.19470724260812,-20.96913463271938,0.0,0.0
2024-06-30 13:15:00+00:00,0,29162.869432500003,29243.2974575,29161.668237500005,29265.570849375003,132.41415663,29132.584884336255,29012.0118840963,26.35304598708359,27.480550241013667,43.70045124566005,-16.219901004646378,0.0,0.0
2024-06-30 13:30:00+00:00,0,26712.197123718754,26771.997537468756,26678.438904062503,26639.901131460938,191.37896096065623,26595.830541653406,26485.467527633096,28.558286418108825,30.430904881039908,36.57372317746919,-6.1428182964292795,0.0,0.0
2024-06-30 13:45:00+00:00,0,24775.939771461562,24859.44248307094,24811.710484007817,24892.28485746649,19.303606320624368,24738.951379621525,24639.887620323767,23.116202046142867,27.066013518330564,31.407023525096683,-4.341010006766119,0.0,0.0
2024-06-30 14:00:00+00:00,0,23447.715078055917,23512.29779315576,23376.372058702807,23396.553519122463,293.29685917455777,23311.220388165297,23214.767552714962,26.77646309162462,33.568042797330406,29.308730146121214,4.259312651209196,0.0,100.0
2024-06-30 14:15:00+00:00,0,22230.569440244377,22187.02068502488,22129.140914468153,22104.345009078294,23.674343695714214,22155.177622161696,22063.63188680043,23.445788752456714,34.241689905282264,28.25284933097692,5.988840574305341,100.0,-35.0
2024-06-30 14:30:00+00:00,0,21135.122603629512,21157.045299377685,21155.97632503732,21128.914468116665,-20.92808880791162,21182.620332141065,21102.421091477678,15.242852891033465,24.29265220806701,25.763004418845718,-1.4703522107787093,-35.0,-11.374999999999998
2024-06-30 14:45:00+00:00,0,20305.085612226554,20349.990483200905,20318.99353293883,20353.193225221185,-9.133768519346134,20354.946812489856,20285.07376732403,14.47000220338331,15.678083005755177,22.302885471810782,-6.624802466055604,-11.374999999999998,-6.25625
2024-06-30 15:00:00+00:00,0,19640.57903249059,19682.969407181372,19675.666406464086,19741.533158907863,20.65573706834934,19643.266549907028,19579.840986327377,16.5112883275188,12.525386074800117,19.09907410768809,-6.573688032887965,-6.25625,-4.144765624999999
2024-06-30 15:15:00+00:00,0,19116.375666269734,19048.94791399798,19076.57701456877,19051.29559286819,-19.571751955504652,19028.434101508297,18965.156867061516,20.867759994794937,17.895738563132127,17.76329737809023,0.13244118504190006,-4.144765624999999,-3.02567890625
2024-06-30 15:30:00+00:00,0,18496.458119189017,18533.19897376596,18532.170637508294,18560.835560150466,75.14689598512842,18476.641720304113,18417.375178767637,16.90154583526278,16.634444569311626,16.565617027975087,0.06882754133653712,-3.02567890625,-2.34490115234375
2024-06-30 15:45:00+00:00,0,18063.628185181275,18068.11263344114,18051.846506807102,18031.791839312813,25.623761667666173,17988.21813431772,17929.0772112033,19.66450893522817,20.517513607456593,16.48501564891852,4.032497958538071,-2.34490115234375,98.10732978417968
2024-06-30 16:00:00+00:00,0,17582.527378412677,17569.81886344496,17518.52657426744,17522.64410347229,45.72329869274057,17543.79716144174,17486.80974364582,17.727019902274044,20.713619222678588,16.54374309287384,4.169876129804743,98.10732978417968,-36.573282116900636
2024-06-30 16:15:00+00:00,0,17113.81299833153,17089.29464384913,17103.731071332357,17072.714822680187,4.472267157304813,17133.583111408905,17082.086114766418,13.518336176813044,15.783029964026369,15.675436590679347,0.10759337334702135,-36.573282116900636,-12.712289799365537
2024-06-30 16:30:00+00:00,0,16698.37865954412,16728.652791307395,16718.3575912569,16750.17313383081,-6.327441594432784,16754.028488988006,16709.856840983426,10.734978628078636,8.392666397238841,13.563145002639615,-5.170478605400775,-12.712289799365537,-7.413005676451192
2024-06-30 16:45:00+00:00,0,16405.563570171784,16387.9916880291,16396.69326531049,16365.478649191362,-35.85364979818034,16409.584423730972,16369.106299494633,13.716814185971792,6.571990672594325,11.561249863256847,-4.989259190662524,-7.413005676451192,-5.159555832068545
2024-06-30 17:00:00+00:00,1,16046.714745238947,16059.45128940096,16076.422196072868,16076.010978428865,-17.54371621975413,16087.112751842578,16052.307334061137,10.922480818551186,1.808862281312905,9.052382893997375,-7.2435206126844704,-5.159555832068545,-3.9263052150233344
2024-06-30 17:15:00+00:00,0,15779.896051064097,15991.874993383295,15796.861929696846,15956.187533007236,261.68707173843876,15790.398318925523,15759.079476276544,12.668961908327873,0.33184969611041737,6.7895618416216905,-6.457712145511268,-3.9263052150233344,-3.1520008828983155
2024-06-30 17:30:00+00:00,0,15680.050337143948,15621.490606545223,15587.871440143688,15534.136119290852,117.52765485810451,15530.487502400836,15492.507416867214,21.982473985368102,13.174824078409209,7.582913099044781,5.591910979364426,-3.1520008828983155,-2.6219424723571163
2024-06-30 17:45:00+00:00,0,15275.75343855875,15278.381174060749,15269.427113600897,15280.131022163288,-58.54792058416625,15272.858312734308,15237.471814192351,12.749254168366967,11.389350816088324,7.891594529014867,3.4977562870734547,-2.6219424723571163,-2.2369198703491264
2024-06-30 18:00:00+00:00,0,15037.6143667972,15032.842825253785,15043.329629862586,15037.092236342738,22.053024799557207,15031.404661735229,14998.226711503936,13.190931773753526,10.154825146532332,7.919408096040748,2.2354170504915887,97.76308012965087,-1.9449331173668147
2024-06-30 18:15:00+00:00,0,14808.807641193569,14819.049222619862,14809.017191515864,14861.471769136886,-50.88033720663141,14804.012979927655,14772.973676810012,13.152859606812434,8.978209661485913,7.731271676619322,1.2469379848665882,63.055066882633184,-1.716144966258248
2024-06-30 18:30:00+00:00,1,14646.027550091581,14664.357341149756,14675.544920959881,14692.192079255612,-33.18442193280276,14594.373141238255,14562.42323328861,16.07146818792439,12.104973356325395,8.228609471253797,3.876363885071597,-48.09114496625824,98.46777469985993
2024-06-30 18:45:00+00:00,-1,14488.381574331223,14721.873442437849,14505.640676789357,14687.414197579143,418.8056920126671,14400.193179878617,14365.048382369358,18.298157710634605,18.051095340019273,9.836083840930726,8.21501149908856,-19.16347530014007,-36.38129627681083
2024-06-30 19:00:00+00:00,0,14494.176012890872,14405.9434666999,14343.924024147796,14272.766911027276,-27.287386531325524,14234.617652915884,14185.738898547032,25.57188125604229,38.33477069138404,15.197336129464546,23.1374345619195,-11.78231190181083,-12.630324475749529
2024-06-30 19:15:00+00:00,0,14089.203544573065,14126.491485633895,14157.033467228808,14179.11614496319,-22.603582907472315,14054.967501472333,14006.798045309195,12.747705660461186,36.081831533295436,19.052674382751732,17.02915715054371,-8.42576900699953,-7.404932553826378
2024-06-30 19:30:00+00:00,0,14004.390900836348,14005.939113981243,13980.191038247693,14049.288106922955,-7.963581265221748,13892.344646579084,13839.993955559345,17.227949395148222,41.03516236941314,23.14311497821562,17.892047391197526,-6.519262612420129,-5.2020771347680235
2024-06-30 19:45:00+00:00,0,13882.709157131962,13834.385581620518,13812.990966053796,13787.29465307275,6.756208200987615,13740.96589456124,13682.719501676635,18.90541784378827,47.98756810638393,27.82019608310234,20.167372023281587,-5.294882877932087,-4.003889042699879
2024-06-30 20:00:00+00:00,1,13628.20933676917,13660.76528957743,13658.305901370317,13672.618322094371,20.670171839151607,13586.537067706406,13528.785113389,13.935238398978228,45.236509503132936,31.02478067479514,14.211728828337792,-4.444162469170827,-3.254012877061676
2024-06-30 20:15:00+00:00,0,13520.45033482834,13666.664059987364,13540.619530449534,13698.314158007699,200.0752360595461,13442.811466095267,13383.272442429341,16.150633088670077,46.06955855037324,33.76719413903687,12.302364411336352,-3.819683640984101,-2.7409427323175226
2024-06-30 20:30:00+00:00,-1,13552.578577317654,13591.192877142035,13427.124868679231,13354.031325009535,583.633363362649,13321.630525487242,13250.850605721498,21.677381594644373,60.34760480219323,38.827978906096774,21.51962589609645,-3.3423179923139417,-2.367611411378251
2024-06-30 20:45:00+00:00,0,13214.245289876257,13116.577231180505,13114.513736611465,13063.052856050264,-164.14543585377118,13185.154652753183,13116.04316612253,11.86060216194329,54.97196551238628,41.81192284492029,13.16004266746599,-2.965875177997354,-2.0834909046786185
2024-06-30 21:00:00+00:00,0,12928.819692663885,12903.593575169733,12918.145400117792,12894.180183532437,10.319694534403624,13039.505666023884,12980.624682787668,5.001789972481916,38.037166298495976,40.821840272797715,-2.784673974301736,-2.661617621154959,-1.8597756164960426
2024-06-30 21:15:00+00:00,0,12765.125221335555,12798.01091695833,12797.611233919466,12853.521923062362,-68.06711095479659,12896.814251971446,12849.03740141225,4.267565493344399,21.538045502377656,36.73901940458545,-15.20097390220779,-2.4107459793727504,-1.6788710882909532
2024-06-30 21:30:00+00:00,0,12729.306804127162,12672.66830429266,12718.060259630867,12687.436914044498,-87.5532305597567,12768.67218956395,12725.823362781863,8.441653186364242,15.38426995445812,32.25048492221153,-16.866214967753407,-2.200452868313776,-1.5294319315041833
2024-06-30 21:45:00+00:00,1,12567.764118319152,12574.923704300556,12547.938999050108,12613.546086098882,-56.992082089627175,12641.44153015779,12605.430173626577,6.802021807641282,7.015352087804956,26.99381266027015,-19.978460572465195,-2.021715632716144,-1.4038150863353889
2024-06-30 22:00:00+00:00,1,12498.111764376903,12638.855865722944,12555.522958358772,12657.194111880475,34.82296864198514,12523.536035089048,12491.084253363792,9.05672493564154,4.000241508675245,22.19290067405771,-18.19265916538247,-1.8679964272305898,-1.296682586983239
2024-06-30 22:15:00+00:00,0,12545.767883509652,13295.77693137643,12554.398983364597,13326.428120759476,766.0966052973046,12425.005970682781,12386.903319207202,15.4854474798734,14.25212329712214,20.409546595865763,-6.157423298743619,-1.7344429382547664,-1.2041920043494225
2024-06-30 22:30:00+00:00,0,13218.749864462843,12893.752709406945,13021.850503052003,12817.812545338755,230.03400754093246,12403.35129912899,12316.788340627834,30.723431602817882,84.3679653463693,33.0126196960063,51.355345650363006,-1.617378633779514,-1.1235055394030797
2024-06-30 22:45:00+00:00,0,12713.692241398116,12673.069263459278,12695.843016353625,12685.727090124645,51.06878770833822,12338.859177664242,12232.999083855437,20.32579833029171,106.3280320916227,47.49330187583884,58.834730215783864,-1.5139672825108286,-1.052480624910795
2024-06-30 23:00:00+00:00,0,12584.940906365613,12635.545784047958,12594.188228071704,12469.889575201269,81.48309417340113,12271.271315806465,12150.640627742425,19.94651354966917,120.06351949931711,61.83080796800664,58.23271153131047,-1.4219860483362023,-0.9894683468597976
2024-06-30 23:15:00+00:00,0,12372.280105157828,12340.290691655006,12415.635905313495,12393.409496625885,-123.23603656271118,12192.723530453295,12066.19076545642,16.665040815439312,120.25140143162213,73.34393168247895,46.90746974914318,-1.3396682962728124,-0.9331782721782391
2024-06-30 23:30:00+00:00,0,12298.792272057086,12264.663561867288,12314.515920338097,12228.404896135617,-82.17368736439005,12117.363036454648,11985.028642093348,17.396884186347613,120.6880705855481,82.64701092167469,38.04105966387343,-1.2655923577498505,-0.8825854863231806
2024-06-30 23:45:00+00:00,-1,12136.62550812248,12058.349280928902,12076.871262667606,12030.621380758974,14.870638783142653,12036.299211799167,11903.39840536481,15.324727379597654,114.01466230423193,88.75976511301057,25.25489719122136,-1.1986013158963518,-0.8368652154058027
2024-07-01 00:00:00+00:00,0,11941.535188985385,11926.098808256815,11806.500177121095,11810.34324899959,227.4808912240212,11946.808638596849,11819.888908640125,11.125374594294144,99.00610092497328,90.65297461881423,8.353126306159055,-1.1377441714757015,-0.7953459240013484
2024-07-01 00:15:00+00:00,0,11723.815717460719,11791.302433705641,11824.476751376329,11868.351647685362,-64.84817054306697,11847.417049287258,11733.55791804385,6.139583592386252,75.62949688653194,87.49670392292623,-11.867207036394255,-1.0822320260183682,-0.7574750625057778
2024-07-01 00:30:00+00:00,1,11784.257569055459,11823.50788466051,11796.718340998064,11845.739970282644,-12.198737771844321,11765.445791180624,11655.30482646417,11.054965503907276,67.95909922432128,83.44187088485145,-15.482771660530162,-1.0314049939229755,-0.7227936477293824
2024-07-01 00:45:00+00:00,1,11763.962672538291,11816.517453285785,11802.097024491217,11853.222789967695,-8.554801374559645,11691.441148712445,11581.535339132031,13.029372500827144,66.0567534681229,79.82159390178006,-13.764840433657174,-0.9847068993767437,-0.690917122719859
2024-07-01 01:00:00+00:00,-1,11773.643405986411,12398.082528214218,11775.897364657569,12424.84630886108,956.8766559493446,11627.401813018427,11513.145630150037,15.284396890162583,70.91164235128181,77.90021793644735,-6.9885755851655205,-0.9416657021675638,-0.6615207530698529
2024-07-01 01:15:00+00:00,1,12347.386615918804,12048.672753583312,12148.4635495763,11916.490002945713,-34.985261792962945,11626.004808572055,11471.9468234456,24.66985611994371,125.83240192144336,87.35095869849906,38.481443222944336,-0.9018781942878837,-0.6343283493444738
2024-07-01 01:30:00+00:00,0,11841.028965111356,11893.090523448089,11933.66996343826,11927.495028127472,13.080578046286405,11578.333937699004,11414.425901264622,14.842505986281239,133.03293014153252,96.35517982998866,36.67775031154389,-0.8649979184114804,-0.6091034613382647
2024-07-01 01:45:00+00:00,0,11853.958835727135,11827.390948729488,11827.638909167865,11791.853423235712,236.75285712901308,11538.170186498784,11361.501476492907,17.021482565939472,144.03434817884417,105.76220701739936,38.2721411614448,-0.8307255437351883,-0.5856424322048353
2024-07-01 02:00:00+00:00,0,11720.156383735637,11781.023676897123,11514.482039844232,11553.649250716415,644.4540671954284,11490.748736085152,11307.159360303289,16.527303690694744,146.03714622239198,113.69160853809652,32.34553768429546,-0.7988011351926672,-0.5637688680844082
2024-07-01 02:15:00+00:00,-1,11483.722413412826,11438.60350261684,11596.806409137003,11533.550526563762,-157.80403509167508,11426.914509417664,11247.355061853283,11.681240475579735,132.63909832346923,117.3586027481862,15.280495575283055,-0.7689978952837282,-0.5433291964627912
2024-07-01 02:30:00+00:00,0,11465.306383483643,11394.912557033575,11303.292762923942,11253.136211237113,30.428713554139506,11368.928843972288,11190.782581671381,13.534146438773455,124.58632710101375,118.68459708709597,5.901730013917785,-0.7411170613373422,-0.5241890701640057
2024-07-01 02:45:00+00:00,0,11186.497534306829,11168.726776480056,11202.554676867592,11276.4115691591,-192.70952267854767,11291.37337466325,11127.037681059053,6.714664641442923,99.91323594840338,114.81360578766191,-14.900369839258552,-0.7149837167754093,-0.5062304341588466
2024-07-01 03:00:00+00:00,0,11211.336827785242,11238.238020035933,11242.929416962004,11221.015928088185,103.4609092475228,11224.969328511288,11068.245972196877,9.915029159261678,86.59711963312077,109.05630622207178,-22.45918658895106,-0.6904433309318945,-0.48934911631414313
2024-07-01 03:15:00+00:00,0,11157.427664371222,11133.305041277337,11167.09881862298,11141.245793562171,152.76289145942184,11161.100512087425,11011.066710876206,10.724351273232159,75.93159081529961,102.31996933403241,-26.388378518732775,99.33264111622566,-0.4734528355929677
2024-07-01 03:30:00+00:00,0,11079.087622506588,11016.899070155996,11027.15382328246,10983.532691824272,-85.42683058836133,11097.145861212943,10954.422863358872,10.78387014225379,65.40145895503395,94.82737981219816,-29.425920857164193,64.35439153663874,-0.45845954532941935
2024-07-01 03:45:00+00:00,0,10922.749844018552,10976.506863130242,11003.853754043477,11009.398294843566,-111.69697167507093,11025.635375527316,10895.182089904512,7.296462033097271,48.76596121700038,85.50861845125763,-36.74265723425729,-47.000083247797754,-0.44429604732860384
2024-07-01 04:00:00+00:00,0,10949.938759004268,10902.402325569332,10920.713325127632,10885.630931153493,-76.83019414339904,10964.720282861097,10840.593598066822,10.225440702982539,42.07170025071994,76.71707563403243,-34.64537538331247,-18.236935801786583,-0.43089682629219117
2024-07-01 04:15:00+00:00,0,10827.44540285191,10814.61326327057,10831.30449515969,10785.211270474378,-113.2136348008664,10899.091446136088,10784.557942694417,8.214393664187035,31.20066986075051,67.51186728462517,-36.311197423874674,-10.988344257028412,-0.41820306458793133
