entry_time,direction,signal,entry_price,quantity,take_profit,stop_loss,exit_price,exit_time,exit_reason,status,net_pnl,perc_pnl,cumulative_pnl,balance,target
2026-02-04 14:30:00+00:00,Long,1,75298.81,0.013280422359928398,76804.7862,74545.8219,74545.8219,2026-02-04 14:45:00+00:00,stop_loss,Completed,-11.39300000000003,-1.139300000000003,-11.39300000000003,9988.607,-1
2026-02-04 15:00:00+00:00,Short,-1,74359.53,0.013448175371737826,72872.3394,75103.1253,75103.1253,2026-02-04 15:15:00+00:00,stop_loss,Completed,-11.407000000000012,-1.1407000000000012,-22.800000000000043,9977.2,0
2026-02-04 17:00:00+00:00,Long,1,73635.63,0.013580382214425271,75108.3426,72899.2737,72899.2737,2026-02-04 17:00:00+00:00,stop_loss,Completed,-11.392999999999992,-1.139299999999999,-34.19300000000003,9965.807,-1
2026-02-04 17:15:00+00:00,Long,1,73608.89,0.013585315578050422,75081.0678,72872.8011,72872.8011,2026-02-04 17:15:00+00:00,stop_loss,Completed,-11.393000000000033,-1.1393000000000033,-45.58600000000007,9954.414,1
2026-02-04 17:30:00+00:00,Short,-1,72473.56,0.01379813548554811,71024.0888,73198.2956,73198.2956,2026-02-04 18:00:00+00:00,stop_loss,Completed,-11.406999999999998,-1.1406999999999998,-56.993000000000066,9943.007,-1
2026-02-04 18:30:00+00:00,Long,1,73416.02,0.013621005333713267,74884.3404,72681.8598,72681.8598,2026-02-04 21:30:00+00:00,stop_loss,Completed,-11.392999999999978,-1.1392999999999978,-68.38600000000004,9931.614,-1
2026-02-04 22:00:00+00:00,Short,-1,72800.0,0.013736263736263736,71344.0,73528.0,73528.0,2026-02-04 22:15:00+00:00,stop_loss,Completed,-11.406999999999998,-1.1406999999999998,-79.79300000000003,9920.207,1
2026-02-05 02:45:00+00:00,Short,-1,72588.0,0.013776381771091641,71136.24,73313.88,71136.24,2026-02-05 04:00:00+00:00,take_profit,Completed,18.61399999999993,1.8613999999999928,-61.1790000000001,9938.821,0
2026-02-05 05:15:00+00:00,Long,1,70843.36,0.01411564894719844,72260.22720000001,70134.9264,70134.9264,2026-02-05 11:15:00+00:00,stop_loss,Completed,-11.393000000000054,-1.1393000000000053,-72.57200000000016,9927.428,1
2026-02-05 12:15:00+00:00,Long,1,69918.01,0.01430246656047562,71316.37019999999,69218.8299,69218.8299,2026-02-05 12:15:00+00:00,stop_loss,Completed,-11.392999999999967,-1.1392999999999966,-83.96500000000013,9916.035,-1
2026-02-05 15:00:00+00:00,Long,1,69404.75,0.0144082357475533,70792.845,68710.7025,68710.7025,2026-02-05 15:00:00+00:00,stop_loss,Completed,-11.393000000000006,-1.1393000000000006,-95.35800000000013,9904.642,-1
2026-02-05 15:15:00+00:00,Long,1,68014.24,0.01470280341293235,69374.52480000001,67334.09760000001,67334.09760000001,2026-02-05 15:15:00+00:00,stop_loss,Completed,-11.392999999999954,-1.1392999999999955,-106.75100000000009,9893.249,1
2026-02-05 15:30:00+00:00,Short,-1,66851.98,0.014958420079704446,65514.94039999999,67520.49979999999,67520.49979999999,2026-02-05 15:30:00+00:00,stop_loss,Completed,-11.40699999999992,-1.140699999999992,-118.15800000000002,9881.842,0
2026-02-05 16:15:00+00:00,Short,-1,67046.11,0.014915108423143416,65705.1878,67716.5711,67716.5711,2026-02-05 16:15:00+00:00,stop_loss,Completed,-11.407000000000005,-1.1407000000000005,-129.56500000000003,9870.435,-1
2026-02-05 16:30:00+00:00,Short,-1,68176.68,0.014667772029966846,66813.1464,68858.44679999999,66813.1464,2026-02-05 17:15:00+00:00,take_profit,Completed,18.613999999999933,1.8613999999999933,-110.95100000000009,9889.048999999999,1
2026-02-05 18:15:00+00:00,Long,1,66448.91,0.015049155810080254,67777.8882,65784.4209,65784.4209,2026-02-05 18:15:00+00:00,stop_loss,Completed,-11.393000000000091,-1.139300000000009,-122.34400000000018,9877.655999999999,0
2026-02-05 18:30:00+00:00,Long,1,65851.28,0.015185733671388013,67168.3056,65192.767199999995,65192.767199999995,2026-02-05 20:00:00+00:00,stop_loss,Completed,-11.393000000000061,-1.1393000000000062,-133.73700000000025,9866.262999999999,1
2026-02-05 20:15:00+00:00,Long,1,65051.38,0.01537246404303798,66352.40759999999,64400.8662,64400.8662,2026-02-05 20:15:00+00:00,stop_loss,Completed,-11.393000000000008,-1.1393000000000006,-145.13000000000025,9854.869999999999,-1
2026-02-05 20:30:00+00:00,Short,-1,63866.59,0.015657638837457896,62589.2582,64505.2559,62589.2582,2026-02-05 20:45:00+00:00,take_profit,Completed,18.614,1.8614000000000002,-126.51600000000025,9873.484,0
2026-02-05 21:00:00+00:00,Long,1,63775.66,0.015679963170902502,65051.173200000005,63137.9034,63137.9034,2026-02-05 21:15:00+00:00,stop_loss,Completed,-11.393000000000008,-1.1393000000000009,-137.90900000000025,9862.091,1
2026-02-05 21:30:00+00:00,Short,-1,63969.93,0.015632344759483087,62690.5314,64609.6293,64609.6293,2026-02-05 22:30:00+00:00,stop_loss,Completed,-11.407000000000002,-1.1407000000000005,-149.31600000000026,9850.684,-1
2026-02-05 22:45:00+00:00,Short,-1,64035.93,0.015616232949220852,62755.2114,64676.289300000004,64676.289300000004,2026-02-05 23:00:00+00:00,stop_loss,Completed,-11.407000000000059,-1.140700000000006,-160.72300000000033,9839.277,1
2026-02-05 23:15:00+00:00,Short,-1,64581.12,0.01548440163317081,63289.4976,65226.931200000006,63289.4976,2026-02-05 23:45:00+00:00,take_profit,Completed,18.614000000000004,1.8614000000000006,-142.10900000000032,9857.891,-1
2026-02-06 00:00:00+00:00,Long,1,62909.87,0.015895756897923965,64168.06740000001,62280.7713,62280.7713,2026-02-06 00:00:00+00:00,stop_loss,Completed,-11.393000000000034,-1.1393000000000035,-153.50200000000035,9846.498,1
2026-02-06 00:15:00+00:00,Long,1,60255.65,0.0165959540723567,61460.763,59653.0935,61460.763,2026-02-06 00:15:00+00:00,take_profit,Completed,18.58599999999996,1.858599999999996,-134.9160000000004,9865.083999999999,1
2026-02-06 00:30:00+00:00,Short,-1,61373.29,0.016293732990361118,60145.8242,61987.0229,61987.0229,2026-02-06 00:30:00+00:00,stop_loss,Completed,-11.407000000000044,-1.1407000000000045,-146.32300000000043,9853.677,1
2026-02-06 00:45:00+00:00,Short,-1,62965.51,0.01588171047927667,61706.1998,63595.165100000006,63595.165100000006,2026-02-06 00:45:00+00:00,stop_loss,Completed,-11.407000000000057,-1.1407000000000058,-157.7300000000005,9842.269999999999,1
2026-02-06 01:00:00+00:00,Long,1,63509.4,0.01574570063644122,64779.588,62874.306000000004,64779.588,2026-02-06 01:00:00+00:00,take_profit,Completed,18.58600000000003,1.858600000000003,-139.14400000000046,9860.856,-1
2026-02-06 02:15:00+00:00,Long,1,64856.88,0.01541856469198025,66154.01759999999,64208.3112,64208.3112,2026-02-06 02:15:00+00:00,stop_loss,Completed,-11.393000000000013,-1.1393000000000013,-150.53700000000046,9849.463,1
2026-02-06 02:30:00+00:00,Long,1,64612.73,0.015476826315804949,65904.98460000001,63966.6027,63966.6027,2026-02-06 03:45:00+00:00,stop_loss,Completed,-11.392999999999999,-1.1392999999999998,-161.93000000000046,9838.07,-1
2026-02-06 06:00:00+00:00,Short,-1,66408.11,0.015058401752436562,65079.9478,67072.1911,65079.9478,2026-02-06 06:30:00+00:00,take_profit,Completed,18.613999999999983,1.8613999999999984,-143.31600000000049,9856.684,-1
2026-02-06 15:45:00+00:00,Long,1,68810.84,0.014532593992458166,70187.05679999999,68122.7316,70187.05679999999,2026-02-06 16:45:00+00:00,take_profit,Completed,18.585999999999924,1.8585999999999925,-124.73000000000056,9875.269999999999,1
2026-02-07 06:45:00+00:00,Long,1,70063.41,0.01427278518130933,71464.67820000001,69362.77590000001,69362.77590000001,2026-02-07 06:45:00+00:00,stop_loss,Completed,-11.392999999999937,-1.1392999999999935,-136.1230000000005,9863.877,-1
2026-02-07 07:00:00+00:00,Long,1,68769.66,0.014541296263497594,70145.05320000001,68081.96340000001,68081.96340000001,2026-02-07 07:00:00+00:00,stop_loss,Completed,-11.392999999999937,-1.1392999999999935,-147.51600000000045,9852.484,0
2026-02-07 07:15:00+00:00,Short,-1,67951.47,0.014716385090712533,66592.4406,68630.9847,68630.9847,2026-02-07 07:30:00+00:00,stop_loss,Completed,-11.406999999999995,-1.1406999999999996,-158.92300000000043,9841.077,1
2026-02-07 07:45:00+00:00,Short,-1,68476.92,0.014603460552840286,67107.3816,69161.6892,69161.6892,2026-02-07 12:15:00+00:00,stop_loss,Completed,-11.40699999999993,-1.1406999999999932,-170.33000000000035,9829.67,1
2026-02-12 16:45:00+00:00,Long,1,66271.98,0.015089333380412054,67597.4196,65609.26019999999,65609.26019999999,2026-02-12 16:45:00+00:00,stop_loss,Completed,-11.393000000000093,-1.1393000000000093,-181.72300000000044,9818.277,0
2026-02-12 18:00:00+00:00,Short,-1,65414.0,0.015287247378237074,64105.72,66068.14,66068.14,2026-02-12 19:30:00+00:00,stop_loss,Completed,-11.406999999999991,-1.1406999999999992,-193.13000000000042,9806.869999999999,-1
2026-02-14 13:15:00+00:00,Short,-1,69713.23,0.014344479519884533,68318.9654,70410.3623,70410.3623,2026-02-15 04:00:00+00:00,stop_loss,Completed,-11.406999999999963,-1.1406999999999963,-204.53700000000038,9795.463,1
2026-02-20 13:30:00+00:00,Long,1,67202.01,0.014880507294350274,68546.0502,66529.9899,66529.9899,2026-02-20 13:30:00+00:00,stop_loss,Completed,-11.392999999999915,-1.1392999999999915,-215.9300000000003,9784.07,1
2026-02-20 13:45:00+00:00,Long,1,66624.09,0.015009585872017164,67956.57179999999,65957.84909999999,67956.57179999999,2026-02-20 15:00:00+00:00,take_profit,Completed,18.58599999999991,1.8585999999999907,-197.3440000000004,9802.655999999999,0
2026-02-23 01:00:00+00:00,Long,1,66740.47,0.014983412613066705,68075.2794,66073.0653,66073.0653,2026-02-23 01:00:00+00:00,stop_loss,Completed,-11.392999999999986,-1.1392999999999986,-208.73700000000036,9791.262999999999,-1
2026-02-23 01:15:00+00:00,Long,1,65481.74,0.015271432921605321,66791.3748,64826.9226,64826.9226,2026-02-23 01:45:00+00:00,stop_loss,Completed,-11.392999999999997,-1.1392999999999998,-220.13000000000036,9779.869999999999,0
2026-02-23 02:00:00+00:00,Long,1,64427.64,0.015521288689140251,65716.1928,63783.3636,65716.1928,2026-02-23 06:45:00+00:00,take_profit,Completed,18.586000000000077,1.8586000000000078,-201.5440000000003,9798.456,0
2026-02-23 19:30:00+00:00,Long,1,64463.84,0.015512572629865055,65753.1168,63819.20159999999,63819.20159999999,2026-02-24 01:15:00+00:00,stop_loss,Completed,-11.393000000000054,-1.1393000000000053,-212.93700000000035,9787.063,0
2026-02-25 21:30:00+00:00,Short,-1,68803.71,0.014534099978038974,67427.6358,69491.74710000001,69491.74710000001,2026-02-25 21:30:00+00:00,stop_loss,Completed,-11.40700000000002,-1.1407000000000018,-224.34400000000036,9775.655999999999,-1
2026-02-26 16:45:00+00:00,Long,1,67041.58,0.014916116237117322,68382.4116,66371.1642,66371.1642,2026-02-27 11:15:00+00:00,stop_loss,Completed,-11.393000000000036,-1.1393000000000038,-235.7370000000004,9764.262999999999,1
2026-02-28 06:15:00+00:00,Long,1,65492.96,0.015268816678922437,66802.8192,64838.030399999996,64838.030399999996,2026-02-28 06:15:00+00:00,stop_loss,Completed,-11.393000000000047,-1.1393000000000046,-247.13000000000045,9752.869999999999,-1
2026-02-28 06:30:00+00:00,Long,1,64570.21,0.015487017929785268,65861.6142,63924.5079,63924.5079,2026-02-28 06:30:00+00:00,stop_loss,Completed,-11.393000000000034,-1.1393000000000035,-258.5230000000005,9741.476999999999,-1
2026-02-28 06:45:00+00:00,Long,1,64052.07,0.015612297931979404,65333.1114,63411.5493,63411.5493,2026-02-28 06:45:00+00:00,stop_loss,Completed,-11.393000000000013,-1.1393000000000013,-269.9160000000005,9730.083999999999,1
2026-02-28 07:00:00+00:00,Long,1,63216.01,0.015818777553344477,64480.330200000004,62583.8499,64480.330200000004,2026-02-28 13:45:00+00:00,take_profit,Completed,18.58600000000003,1.858600000000003,-251.33000000000047,9748.67,-1
2026-03-02 15:30:00+00:00,Long,1,68555.99,0.01458661744947451,69927.1098,67870.4301,69927.1098,2026-03-02 16:45:00+00:00,take_profit,Completed,18.586000000000002,1.8586000000000003,-232.74400000000045,9767.256,-1
2026-03-02 17:00:00+00:00,Short,-1,69428.62,0.014403282104699763,68040.04759999999,70122.9062,68040.04759999999,2026-03-03 05:45:00+00:00,take_profit,Completed,18.61400000000007,1.8614000000000068,-214.1300000000004,9785.869999999999,0
2026-03-04 09:00:00+00:00,Long,1,71011.4,0.014082245949241954,72431.628,70301.286,72431.628,2026-03-04 14:30:00+00:00,take_profit,Completed,18.58600000000004,1.858600000000004,-195.54400000000035,9804.456,1
2026-03-10 14:45:00+00:00,Short,-1,70457.31,0.014192991472424935,69048.1638,71161.88309999999,71161.88309999999,2026-03-10 14:45:00+00:00,stop_loss,Completed,-11.406999999999917,-1.1406999999999918,-206.95100000000028,9793.048999999999,-1
2026-03-13 15:45:00+00:00,Long,1,71981.68,0.013892423738929129,73421.3136,71261.86319999999,71261.86319999999,2026-03-13 16:15:00+00:00,stop_loss,Completed,-11.393000000000008,-1.1393000000000006,-218.34400000000028,9781.655999999999,0
2026-03-17 04:00:00+00:00,Long,1,74463.98,0.013429311728972854,75953.25959999999,73719.34019999999,73719.34019999999,2026-03-17 10:00:00+00:00,stop_loss,Completed,-11.39300000000006,-1.1393000000000062,-229.73700000000034,9770.262999999999,-1
2026-03-18 11:30:00+00:00,Short,-1,73602.91,0.013586419341300499,72130.8518,74338.9391,72130.8518,2026-03-18 13:00:00+00:00,take_profit,Completed,18.61399999999999,1.8613999999999993,-211.12300000000033,9788.877,-1
2026-03-18 15:00:00+00:00,Long,1,71193.23,0.014046279400442993,72617.0946,70481.2977,70481.2977,2026-03-19 07:00:00+00:00,stop_loss,Completed,-11.393000000000006,-1.1393000000000006,-222.51600000000033,9777.484,1
2026-03-23 11:30:00+00:00,Long,1,70702.58,0.014143755432970055,72116.63160000001,69995.5542,69995.5542,2026-03-23 12:00:00+00:00,stop_loss,Completed,-11.393000000000042,-1.1393000000000042,-233.90900000000036,9766.091,-1
2026-03-23 15:45:00+00:00,Long,1,70660.56,0.014152166357017267,72073.7712,69953.9544,69953.9544,2026-03-24 14:00:00+00:00,stop_loss,Completed,-11.392999999999933,-1.1392999999999933,-245.3020000000003,9754.698,1
2026-03-24 14:45:00+00:00,Long,1,69846.28,0.014317154757561892,71243.2056,69147.8172,69147.8172,2026-03-24 17:00:00+00:00,stop_loss,Completed,-11.392999999999912,-1.139299999999991,-256.6950000000002,9743.305,0
2026-03-27 10:45:00+00:00,Long,1,66906.58,0.01494621306305,68244.71160000001,66237.5142,66237.5142,2026-03-27 11:00:00+00:00,stop_loss,Completed,-11.39299999999995,-1.1392999999999949,-268.0880000000002,9731.912,0
2026-03-27 13:30:00+00:00,Long,1,66697.8,0.014992998269808,68031.75600000001,66030.822,66030.822,2026-03-27 13:45:00+00:00,stop_loss,Completed,-11.39300000000004,-1.139300000000004,-279.4810000000002,9720.519,-1
2026-03-27 14:15:00+00:00,Long,1,66361.23,0.015069039558187816,67688.4546,65697.6177,65697.6177,2026-03-27 17:30:00+00:00,stop_loss,Completed,-11.392999999999901,-1.1392999999999902,-290.87400000000014,9709.126,1
